Date,Open,High,Low,Close,Adj Close,Volume,M2,Open_1,High_1,Low_1,Close_1
2020-06-08,9823.44,9927.13,9780.61,9924.75,9924.75,6143120000,18062.80,8182.59,8268.96,8146.92,8266.98
2020-06-09,9867.19,10002.50,9863.27,9953.75,9953.75,5281860000,18078.04,8212.11,8324.72,8208.84,8284.15
2020-06-10,10012.32,10086.89,9962.58,10020.35,10020.35,5128400000,18093.28,8325.87,8387.88,8284.51,8332.55
2020-06-11,9791.24,9868.08,9491.31,9492.73,9492.73,5271000000,18108.52,8135.18,8199.02,7885.98,7887.16
2020-06-12,9715.87,9768.64,9413.62,9588.81,9588.81,4366190000,18123.76,8065.77,8109.58,7814.85,7960.29
2020-06-15,9426.90,9756.07,9403.00,9726.02,9726.02,4440650000,18139.00,7819.30,8092.34,7799.48,8067.41
2020-06-16,9949.78,9963.63,9748.38,9895.87,9895.87,4639860000,18158.68,8244.07,8255.54,8077.19,8199.40
2020-06-17,9943.31,9991.21,9891.81,9910.53,9910.53,4249680000,18178.36,8229.79,8269.43,8187.16,8202.66
2020-06-18,9892.48,9959.20,9885.66,9943.05,9943.05,4294740000,18198.04,8178.86,8234.03,8173.23,8220.67
2020-06-19,10042.13,10053.91,9872.94,9946.12,9946.12,6068130000,18217.72,8293.62,8303.35,8153.89,8214.33
2020-06-22,9945.49,10059.61,9916.60,10056.48,10056.48,4468000000,18237.40,8204.94,8299.09,8181.11,8296.51
2020-06-23,10130.83,10221.85,10112.44,10131.37,10131.37,5712450000,18236.60,8358.22,8433.31,8343.04,8358.66
2020-06-24,10092.92,10137.50,9842.22,9909.17,9909.17,5549440000,18235.80,8327.30,8364.09,8120.46,8175.70
2020-06-25,9899.36,10023.28,9810.47,10017.00,10017.00,4709620000,18235.00,8167.96,8270.21,8094.62,8265.03
2020-06-26,9995.12,10000.67,9749.07,9757.22,9757.22,7279230000,18234.20,8247.34,8251.92,8044.31,8051.04
2020-06-29,9771.72,9877.34,9663.61,9874.15,9874.15,4306120000,18233.40,8063.35,8150.51,7974.15,8147.88
2020-06-30,9875.29,10085.59,9863.67,10058.77,10058.77,4474000000,18256.48,8138.52,8311.83,8128.94,8289.73
2020-07-01,10063.67,10197.19,10048.04,10154.63,10154.63,4595970000,18279.55,8283.30,8393.20,8270.43,8358.17
2020-07-02,10268.67,10310.36,10194.06,10207.63,10207.63,4017530000,18302.62,8441.38,8475.65,8380.04,8391.20
2020-07-06,10360.38,10462.05,10354.98,10433.65,10433.65,4529480000,18325.70,8506.04,8589.51,8501.61,8566.20
2020-07-07,10412.46,10518.98,10337.98,10343.89,10343.89,4314110000,18338.34,8542.91,8630.30,8481.80,8486.65
2020-07-08,10409.35,10494.63,10350.96,10492.50,10492.50,3999180000,18350.98,8534.47,8604.39,8486.60,8602.65
2020-07-09,10563.72,10578.10,10379.91,10547.75,10547.75,3992920000,18363.62,8655.08,8666.86,8504.48,8641.99
2020-07-10,10545.91,10622.35,10447.01,10617.44,10617.44,3509810000,18376.26,8634.54,8697.13,8553.57,8693.11
2020-07-13,10729.92,10824.78,10368.04,10390.84,10390.84,4822050000,18388.90,8779.16,8856.78,8483.08,8501.73
2020-07-14,10310.25,10497.83,10182.46,10488.58,10488.58,4419480000,18374.76,8442.28,8595.88,8337.65,8588.30
2020-07-15,10576.72,10604.67,10420.54,10550.49,10550.49,4610540000,18360.62,8667.14,8690.05,8539.16,8645.65
2020-07-16,10443.87,10499.79,10364.39,10473.83,10473.83,4237290000,18346.48,8564.88,8610.74,8499.70,8589.45
2020-07-17,10500.52,10532.62,10421.21,10503.19,10503.19,4334280000,18332.34,8617.98,8644.32,8552.89,8620.17
2020-07-20,10526.02,10783.80,10488.04,10767.09,10767.09,4274340000,18318.20,8645.57,8857.30,8614.38,8843.58
2020-07-21,10837.88,10839.93,10650.46,10680.36,10680.36,5311750000,18311.44,8905.01,8906.69,8751.01,8775.58
2020-07-22,10687.58,10745.32,10627.45,10706.13,10706.13,4074020000,18304.68,8784.75,8832.21,8735.33,8800.00
2020-07-23,10689.50,10728.12,10407.87,10461.42,10461.42,4469470000,18297.92,8789.58,8821.33,8558.01,8602.04
2020-07-24,10294.41,10418.75,10217.31,10363.18,10363.18,4205330000,18291.16,8467.84,8570.12,8404.42,8524.41
2020-07-27,10421.70,10546.44,10399.86,10536.27,10536.27,4209900000,18284.40,8575.71,8678.36,8557.74,8669.99
2020-07-28,10509.20,10523.64,10397.87,10402.09,10402.09,3869230000,18279.18,8650.18,8662.07,8558.55,8562.02
2020-07-29,10474.70,10567.91,10464.00,10542.94,10542.94,3970900000,18273.96,8624.25,8700.99,8615.44,8680.43
2020-07-30,10450.12,10609.59,10412.09,10587.81,10587.81,4135200000,18268.74,8606.47,8737.81,8575.15,8719.87
2020-07-31,10741.47,10747.80,10557.70,10745.27,10745.27,4418390000,18263.52,8848.95,8854.16,8697.56,8852.08
2020-08-03,10848.64,10927.56,10831.15,10902.80,10902.80,4173600000,18258.30,8939.79,9004.82,8925.38,8984.42
2020-08-04,10897.89,10941.91,10852.90,10941.17,10941.17,3973570000,18287.14,8966.21,9002.43,8929.20,9001.82
2020-08-05,10967.87,11002.11,10943.72,10998.40,10998.40,4119550000,18315.98,9009.58,9037.71,8989.74,9034.66
2020-08-06,10989.98,11121.19,10963.41,11108.07,11108.07,4086290000,18344.82,9013.55,9121.16,8991.76,9110.40
