Date,Open,High,Low,Close,Adj Close,Volume,M2,Open_1,High_1,Low_1,Close_1
2019-10-03,2885.38,2911.13,2855.94,2910.63,2910.63,3503640000,15100.86,2862.50,2888.04,2833.29,2887.55
2019-10-04,2918.56,2953.74,2918.56,2952.01,2952.01,2990830000,15105.68,2894.49,2929.38,2894.49,2927.66
2019-10-07,2944.23,2959.75,2935.68,2938.79,2938.79,2940140000,15110.50,2919.02,2934.40,2910.54,2913.62
2019-10-08,2920.40,2925.47,2892.66,2893.06,2893.06,3356450000,15111.78,2895.15,2900.17,2867.65,2868.04
2019-10-09,2911.10,2929.32,2907.41,2919.40,2919.40,2726820000,15113.06,2885.68,2903.74,2882.02,2893.91
2019-10-10,2918.55,2948.46,2917.12,2938.13,2938.13,3217250000,15114.34,2892.82,2922.47,2891.40,2912.23
2019-10-11,2963.07,2993.28,2963.07,2970.27,2970.27,3580460000,15115.62,2936.70,2966.64,2936.70,2943.84
2019-10-14,2965.81,2972.84,2962.94,2966.15,2966.15,2557020000,15116.90,2939.17,2946.13,2936.32,2939.50
2019-10-15,2973.61,3003.28,2973.61,2995.68,2995.68,3340740000,15124.70,2945.38,2974.77,2945.38,2967.24
2019-10-16,2989.68,2997.54,2985.20,2989.69,2989.69,3222570000,15132.50,2959.77,2967.55,2955.33,2959.78
2019-10-17,3000.77,3008.29,2991.79,2997.95,2997.95,3115960000,15140.30,2969.22,2976.66,2960.33,2966.43
2019-10-18,2996.84,3000.00,2976.31,2986.20,2986.20,3264290000,15148.10,2963.80,2966.93,2943.50,2953.28
2019-10-21,2996.48,3007.33,2995.35,3006.72,3006.72,3271620000,15155.90,2961.92,2972.65,2960.80,2972.04
2019-10-22,3010.73,3014.57,2995.04,2995.99,2995.99,3523890000,15162.54,2974.70,2978.50,2959.20,2960.14
2019-10-23,2994.01,3004.78,2991.21,3004.52,3004.52,3392870000,15169.18,2956.89,2967.52,2954.12,2967.27
2019-10-24,3014.78,3016.07,3000.42,3010.29,3010.29,3692600000,15175.82,2976.10,2977.37,2961.92,2971.67
2019-10-25,3003.32,3027.39,3001.94,3022.55,3022.55,3370370000,15182.46,2963.49,2987.24,2962.13,2982.46
2019-10-28,3032.12,3044.08,3032.12,3039.42,3039.42,3521230000,15189.10,2990.60,3002.39,2990.60,2997.80
2019-10-29,3035.39,3047.87,3034.81,3036.89,3036.89,3589930000,15193.86,2992.89,3005.19,2992.31,2994.36
2019-10-30,3039.74,3050.10,3025.96,3046.77,3046.77,3776030000,15198.62,2996.24,3006.45,2982.65,3003.17
2019-10-31,3046.90,3046.90,3023.19,3037.56,3037.56,4139280000,15203.38,3002.35,3002.35,2978.99,2993.15
2019-11-01,3050.72,3066.95,3050.72,3066.91,3066.91,3930200000,15208.14,3005.18,3021.16,3005.18,3021.12
2019-11-04,3078.96,3085.20,3074.87,3078.27,3078.27,4146850000,15212.90,3032.05,3038.19,3028.02,3031.37
2019-11-05,3080.80,3083.95,3072.15,3074.62,3074.62,4486130000,15214.28,3033.58,3036.68,3025.06,3027.50
2019-11-06,3075.10,3078.34,3065.89,3076.78,3076.78,4458190000,15215.66,3027.70,3030.89,3018.63,3029.35
2019-11-07,3087.02,3097.77,3080.23,3085.18,3085.18,4144640000,15217.04,3039.16,3049.74,3032.47,3037.34
2019-11-08,3081.25,3093.09,3073.58,3093.08,3093.08,3499150000,15218.42,3033.20,3044.86,3025.65,3044.85
2019-11-11,3080.33,3088.33,3075.82,3087.01,3087.01,3035530000,15219.80,3032.02,3039.89,3027.58,3038.59
2019-11-12,3089.28,3102.61,3084.73,3091.84,3091.84,3466010000,15226.14,3039.56,3052.68,3035.09,3042.08
2019-11-13,3084.18,3098.06,3078.80,3094.04,3094.04,3509280000,15232.48,3033.28,3046.93,3027.99,3042.98
2019-11-14,3090.75,3098.20,3083.26,3096.63,3096.63,3276070000,15238.82,3038.48,3045.80,3031.12,3044.26
2019-11-15,3107.92,3120.46,3104.60,3120.46,3120.46,3335650000,15245.16,3054.09,3066.41,3050.83,3066.41
2019-11-18,3117.91,3124.17,3112.06,3122.03,3122.03,3436690000,15251.50,3062.63,3068.78,3056.89,3066.68
2019-11-19,3127.45,3127.64,3113.47,3120.18,3120.18,3590070000,15257.68,3070.76,3070.94,3057.03,3063.62
2019-11-20,3114.66,3118.97,3091.41,3108.46,3108.46,4034890000,15263.86,3056.96,3061.19,3034.14,3050.88
2019-11-21,3108.49,3110.11,3094.55,3103.54,3103.54,3720560000,15270.04,3049.67,3051.26,3035.99,3044.81
2019-11-22,3111.41,3112.87,3099.26,3110.29,3110.29,3226780000,15276.22,3051.30,3052.73,3039.39,3050.20
2019-11-25,3117.44,3133.83,3117.44,3133.64,3133.64,3511530000,15282.40,3055.98,3072.05,3055.98,3071.86
2019-11-26,3134.85,3142.69,3131.00,3140.52,3140.52,4595590000,15282.08,3073.11,3080.80,3069.34,3078.67
2019-11-27,3145.49,3154.26,3143.41,3153.63,3153.63,3033090000,15281.75,3083.61,3092.20,3081.57,3091.59
2019-11-29,3147.18,3150.30,3139.34,3140.98,3140.98,1743020000,15281.42,3085.33,3088.39,3077.64,3079.25
2019-12-02,3143.85,3144.31,3110.78,3113.87,3113.87,3268740000,15281.10,3082.13,3082.58,3049.71,3052.74
2019-12-03,3087.41,3094.97,3070.33,3093.20,3093.20,3653390000,15277.22,3027.57,3034.98,3010.82,3033.24
2019-12-04,3103.50,3119.38,3102.53,3112.76,3112.76,3695030000,15273.34,3044.12,3059.69,3043.17,3053.20
2019-12-05,3119.21,3119.45,3103.76,3117.43,3117.43,3355750000,15269.46,3060.30,3060.54,3045.15,3058.56
2019-12-06,3134.62,3150.60,3134.62,3145.91,3145.91,3479480000,15265.58,3076.21,3091.89,3076.21,3087.28
2019-12-09,3141.86,3148.87,3135.46,3135.96,3135.96,3345990000,15261.70,3084.09,3090.98,3077.81,3078.30
2019-12-10,3135.36,3142.12,3126.09,3132.52,3132.52,3343790000,15272.58,3075.52,3082.15,3066.43,3072.74
2019-12-11,3135.75,3143.98,3133.21,3141.63,3141.63,3252540000,15283.46,3073.71,3081.78,3071.22,3079.48
2019-12-12,3141.23,3176.28,3138.47,3168.57,3168.57,3990690000,15294.34,3076.90,3111.23,3074.19,3103.68
2019-12-13,3166.65,3182.68,3156.51,3168.80,3168.80,3736870000,15305.22,3099.59,3115.28,3089.66,3101.69
2019-12-16,3183.63,3197.71,3183.63,3191.45,3191.45,4051790000,15316.10,3114.00,3127.77,3114.00,3121.65
2019-12-17,3195.40,3198.22,3191.03,3192.52,3192.52,3837540000,15318.10,3125.10,3127.86,3120.83,3122.28
2019-12-18,3195.21,3198.48,3191.14,3191.14,3191.14,4014080000,15320.10,3124.51,3127.70,3120.53,3120.53
2019-12-19,3192.32,3205.48,3192.32,3205.37,3205.37,3720450000,15322.10,3121.27,3134.14,3121.27,3134.03
2019-12-20,3223.33,3225.65,3216.03,3221.22,3221.22,6454270000,15324.10,3151.18,3153.45,3144.05,3149.12
2019-12-23,3226.05,3227.78,3222.30,3224.01,3224.01,3060610000,15326.10,3153.43,3155.12,3149.76,3151.44
2019-12-24,3225.45,3226.43,3220.51,3223.38,3223.38,1296540000,15327.95,3152.46,3153.42,3147.63,3150.44
2019-12-26,3227.20,3240.08,3227.20,3239.91,3239.91,2160680000,15329.80,3153.79,3166.38,3153.79,3166.21
2019-12-27,3247.23,3247.93,3234.37,3240.02,3240.02,2428670000,15331.65,3172.98,3173.67,3160.42,3165.94
2019-12-30,3240.09,3240.92,3216.57,3221.29,3221.29,3013290000,15333.50,3165.63,3166.44,3142.65,3147.26
2019-12-31,3215.18,3231.72,3212.03,3230.78,3230.78,2893810000,15334.55,3141.07,3157.23,3138.00,3156.31
2020-01-02,3244.67,3258.14,3235.53,3257.85,3257.85,3458250000,15335.60,3169.67,3182.82,3160.74,3182.54
2020-01-03,3226.36,3246.15,3222.34,3234.85,3234.85,3461290000,15336.65,3151.56,3170.89,3147.64,3159.86
2020-01-06,3217.55,3246.84,3214.64,3246.28,3246.28,3674070000,15337.70,3142.74,3171.35,3139.90,3170.80
2020-01-07,3241.86,3244.91,3232.43,3237.18,3237.18,3420380000,15344.46,3165.09,3168.07,3155.89,3160.52
2020-01-08,3238.59,3267.07,3236.67,3253.05,3253.05,3720890000,15351.22,3160.51,3188.30,3158.63,3174.62
2020-01-09,3266.03,3275.58,3263.67,3274.70,3274.70,3638390000,15357.98,3185.88,3195.20,3183.58,3194.34
2020-01-10,3281.81,3282.99,3260.86,3265.35,3265.35,3212970000,15364.74,3199.87,3201.02,3179.44,3183.82
2020-01-13,3271.13,3288.13,3268.43,3288.13,3288.13,3456380000,15371.50,3188.05,3204.62,3185.42,3204.62
2020-01-14,3285.35,3294.25,3277.19,3283.15,3283.15,3665130000,15379.70,3200.20,3208.87,3192.25,3198.06
2020-01-15,3282.27,3298.66,3280.69,3289.29,3289.29,3716840000,15387.90,3195.50,3211.46,3193.96,3202.33
2020-01-16,3302.97,3317.11,3302.82,3316.81,3316.81,3535080000,15396.10,3213.94,3227.70,3213.79,3227.41
2020-01-17,3323.66,3329.88,3318.86,3329.62,3329.62,3698170000,15404.30,3232.35,3238.40,3227.68,3238.15
2020-01-21,3321.03,3329.79,3316.61,3320.79,3320.79,4105340000,15412.50,3228.07,3236.59,3223.78,3227.84
2020-01-22,3330.02,3337.77,3320.04,3321.75,3321.75,3619850000,15420.70,3235.09,3242.62,3225.40,3227.06
2020-01-23,3315.77,3326.88,3301.87,3325.54,3325.54,3764860000,15428.90,3219.53,3230.32,3206.04,3229.02
2020-01-24,3333.10,3333.18,3281.53,3295.47,3295.47,3707130000,15437.10,3234.64,3234.72,3184.60,3198.12
2020-01-27,3247.16,3258.85,3234.50,3243.63,3243.63,3823100000,15445.30,3149.57,3160.91,3137.29,3146.14
2020-01-28,3255.35,3285.78,3253.22,3276.24,3276.24,3526720000,15441.88,3158.21,3187.73,3156.15,3178.48
2020-01-29,3289.46,3293.47,3271.89,3273.40,3273.40,3584500000,15438.46,3192.01,3195.90,3174.96,3176.43
2020-01-30,3256.45,3285.91,3242.80,3283.66,3283.66,3787250000,15435.04,3160.68,3189.27,3147.43,3187.09
2020-01-31,3282.33,3282.33,3214.68,3225.52,3225.52,4527830000,15431.62,3186.50,3186.50,3120.83,3131.35
2020-02-03,3235.66,3268.44,3235.66,3248.92,3248.92,3757910000,15428.20,3141.89,3173.72,3141.89,3154.77
2020-02-04,3280.61,3306.92,3280.61,3297.59,3297.59,3995320000,15429.04,3185.37,3210.91,3185.37,3201.85
2020-02-05,3324.91,3337.58,3313.75,3334.69,3334.69,4117730000,15429.88,3228.20,3240.51,3217.37,3237.70
2020-02-06,3344.92,3347.96,3334.39,3345.78,3345.78,3868370000,15430.72,3247.46,3250.41,3237.23,3248.29
2020-02-07,3335.54,3341.42,3322.12,3327.71,3327.71,3730650000,15431.56,3238.17,3243.88,3225.14,3230.57
2020-02-10,3318.28,3352.26,3317.77,3352.09,3352.09,3450350000,15432.40,3221.24,3254.23,3220.75,3254.06
2020-02-11,3365.87,3375.63,3352.72,3357.75,3357.75,3760550000,15432.59,3267.40,3276.87,3254.63,3259.52
2020-02-12,3370.50,3381.47,3369.72,3379.45,3379.45,3926380000,15432.78,3271.85,3282.50,3271.10,3280.54
2020-02-13,3365.90,3385.09,3360.52,3373.94,3373.94,3498240000,15432.97,3267.35,3285.98,3262.13,3275.15
2020-02-14,3378.08,3380.69,3366.15,3380.16,3380.16,3398040000,15433.16,3279.13,3281.67,3267.55,3281.15
2020-02-18,3369.04,3375.01,3355.61,3370.29,3370.29,3746720000,15433.34,3270.32,3276.11,3257.28,3271.53
2020-02-19,3380.39,3393.52,3378.83,3386.15,3386.15,3600150000,15433.53,3281.29,3294.04,3279.78,3286.89
2020-02-20,3380.45,3389.15,3341.02,3373.23,3373.23,4007320000,15433.72,3281.31,3289.76,3243.04,3274.30
2020-02-21,3360.50,3360.76,3328.45,3337.75,3337.75,3899270000,15433.91,3261.91,3262.16,3230.80,3239.82
2020-02-24,3257.61,3259.81,3214.65,3225.89,3225.89,4842960000,15434.10,3162.00,3164.13,3120.30,3131.21
2020-02-25,3238.94,3246.99,3118.77,3128.21,3128.21,5591510000,15449.82,3140.68,3148.48,3024.15,3033.31
2020-02-26,3139.90,3182.51,3108.99,3116.39,3116.39,5478110000,15465.54,3041.55,3082.82,3011.60,3018.77
2020-02-27,3062.54,3097.07,2977.39,2978.76,2978.76,7058840000,15481.26,2963.60,2997.01,2881.20,2882.52
2020-02-28,2916.90,2959.72,2855.84,2954.22,2954.22,8563850000,15496.98,2819.80,2861.19,2760.77,2855.88
2020-03-02,2974.28,3090.96,2945.19,3090.23,3090.23,6376400000,15512.70,2872.36,2985.04,2844.26,2984.33
2020-03-03,3096.46,3136.72,2976.63,3003.37,3003.37,6355940000,15523.60,2988.25,3027.10,2872.61,2898.41
2020-03-04,3045.75,3130.97,3034.38,3130.12,3130.12,5035480000,15534.50,2937.25,3019.43,2926.28,3018.61
2020-03-05,3075.70,3083.04,2999.83,3023.94,3023.94,5575550000,15545.40,2964.05,2971.13,2890.94,2914.17
2020-03-06,2954.20,2985.93,2901.54,2972.37,2972.37,6552140000,15556.30,2844.97,2875.52,2794.25,2862.47
2020-03-09,2863.89,2863.89,2734.43,2746.56,2746.56,8423050000,15567.20,2756.07,2756.07,2631.48,2643.15
2020-03-10,2813.48,2882.59,2734.00,2882.23,2882.23,7635960000,15598.92,2702.05,2768.42,2625.72,2768.07
2020-03-11,2825.60,2825.60,2707.22,2741.38,2741.38,7374110000,15630.64,2708.18,2708.18,2594.72,2627.46
2020-03-12,2630.86,2660.95,2478.86,2480.64,2480.64,8829380000,15662.36,2516.43,2545.21,2371.04,2372.74
2020-03-13,2569.99,2711.33,2492.37,2711.02,2711.02,8258670000,15694.08,2453.24,2588.15,2379.14,2587.86
2020-03-16,2508.59,2562.98,2380.94,2386.13,2386.13,7781540000,15725.80,2389.80,2441.61,2268.19,2273.13
2020-03-17,2425.66,2553.93,2367.04,2529.19,2529.19,8358500000,15810.88,2298.36,2419.90,2242.81,2396.45
2020-03-18,2436.50,2453.57,2280.52,2398.10,2398.10,8755780000,15895.96,2296.27,2312.36,2149.27,2260.08
2020-03-19,2393.48,2466.97,2319.78,2409.39,2409.39,7946710000,15981.04,2243.72,2312.61,2174.63,2258.63
2020-03-20,2431.94,2453.01,2295.56,2304.92,2304.92,9044690000,16066.12,2267.70,2287.35,2140.53,2149.26
2020-03-23,2290.71,2300.73,2191.86,2237.40,2237.40,7402180000,16151.20,2124.76,2134.05,2033.07,2075.31
2020-03-24,2344.44,2449.71,2344.44,2447.33,2447.33,7547350000,16227.62,2164.35,2261.54,2164.35,2259.34
2020-03-25,2457.77,2571.42,2407.53,2475.56,2475.56,8285670000,16304.04,2258.34,2362.77,2212.18,2274.69
2020-03-26,2501.29,2637.01,2500.72,2630.07,2630.07,7753160000,16380.46,2287.61,2411.73,2287.09,2405.39
2020-03-27,2555.87,2615.91,2520.02,2541.47,2541.47,6194330000,16456.88,2326.67,2381.33,2294.04,2313.56
2020-03-30,2558.98,2631.80,2545.28,2626.65,2626.65,5746220000,16533.30,2318.73,2384.72,2306.32,2380.05
2020-03-31,2614.69,2641.39,2571.15,2584.59,2584.59,6568290000,16545.86,2367.42,2391.59,2327.99,2340.16
2020-04-01,2498.08,2522.75,2447.49,2470.50,2470.50,5947900000,16558.42,2260.12,2282.44,2214.35,2235.17
2020-04-02,2458.54,2533.22,2455.79,2526.90,2526.90,6454990000,16570.98,2222.66,2290.17,2220.17,2284.46
2020-04-03,2514.92,2538.18,2459.96,2488.65,2488.65,6087190000,16583.54,2271.91,2292.92,2222.26,2248.18
2020-04-06,2578.28,2676.85,2574.57,2663.68,2663.68,6391860000,16596.10,2327.38,2416.36,2324.03,2404.47
2020-04-07,2738.65,2756.89,2657.67,2659.41,2659.41,7040720000,16626.12,2467.68,2484.12,2394.71,2396.28
2020-04-08,2685.00,2760.75,2663.30,2749.98,2749.98,5856370000,16656.15,2414.98,2483.11,2395.46,2473.42
2020-04-09,2776.99,2818.57,2762.36,2789.82,2789.82,7880140000,16686.17,2493.22,2530.55,2480.09,2504.74
2020-04-13,2782.46,2782.46,2721.17,2761.63,2761.63,5274310000,16716.20,2493.65,2493.65,2438.72,2474.98
2020-04-14,2805.10,2851.85,2805.10,2846.06,2846.06,5567400000,16788.24,2503.15,2544.87,2503.15,2539.70
2020-04-15,2795.64,2801.88,2761.54,2783.36,2783.36,5203390000,16860.28,2484.05,2489.59,2453.75,2473.14
2020-04-16,2799.34,2806.51,2764.32,2799.55,2799.55,5179990000,16932.32,2476.75,2483.10,2445.77,2476.94
2020-04-17,2842.43,2879.22,2830.88,2874.56,2874.56,5792140000,17004.36,2504.22,2536.64,2494.05,2532.53
2020-04-20,2845.62,2868.98,2820.43,2823.16,2823.16,5220160000,17076.40,2496.46,2516.95,2474.36,2476.75
2020-04-21,2784.81,2785.54,2727.10,2736.56,2736.56,5075830000,17142.42,2433.70,2434.34,2383.27,2391.53
2020-04-22,2787.89,2815.10,2775.95,2799.31,2799.31,5049660000,17208.44,2427.04,2450.73,2416.65,2436.99
2020-04-23,2810.42,2844.90,2794.26,2797.80,2797.80,5756520000,17274.46,2437.31,2467.21,2423.29,2426.36
2020-04-24,2812.64,2842.71,2791.76,2836.74,2836.74,5374480000,17340.48,2429.95,2455.93,2411.91,2450.77
2020-04-27,2854.65,2887.72,2852.89,2878.48,2878.48,5194260000,17406.50,2456.89,2485.35,2455.37,2477.40
2020-04-28,2909.96,2921.15,2860.71,2863.39,2863.39,5672880000,17445.20,2498.93,2508.54,2456.64,2458.94
2020-04-29,2918.46,2954.86,2912.16,2939.51,2939.51,6620140000,17483.90,2500.69,2531.88,2495.29,2518.72
2020-04-30,2930.91,2930.91,2892.47,2912.43,2912.43,6523120000,17522.60,2505.81,2505.81,2472.94,2490.01
2020-05-01,2869.09,2869.09,2821.61,2830.71,2830.71,4753160000,17561.30,2447.55,2447.55,2407.04,2414.81
2020-05-04,2815.01,2844.24,2797.85,2842.74,2842.74,4723140000,17600.00,2396.13,2421.01,2381.53,2419.74
2020-05-05,2868.88,2898.23,2863.55,2868.44,2868.44,5129590000,17643.88,2435.91,2460.83,2431.39,2435.54
2020-05-06,2883.14,2891.11,2847.65,2848.42,2848.42,4861920000,17687.76,2441.95,2448.70,2411.89,2412.54
2020-05-07,2878.26,2901.92,2876.48,2881.19,2881.19,5164640000,17731.64,2431.78,2451.77,2430.28,2434.26
2020-05-08,2908.83,2932.16,2902.88,2929.80,2929.80,4857160000,17775.52,2451.54,2471.21,2446.53,2469.22
2020-05-11,2915.46,2944.25,2903.44,2930.19,2930.19,4807320000,17819.40,2451.08,2475.29,2440.98,2463.47
2020-05-12,2939.50,2945.82,2869.59,2870.12,2870.12,5107710000,17837.44,2468.79,2474.10,2410.08,2410.52
2020-05-13,2865.86,2874.14,2793.15,2820.00,2820.00,6143130000,17855.48,2404.51,2411.46,2343.51,2366.04
2020-05-14,2794.54,2852.80,2766.64,2852.50,2852.50,5641920000,17873.52,2342.31,2391.14,2318.92,2390.89
2020-05-15,2829.95,2865.01,2816.78,2863.70,2863.70,5477040000,17891.56,2369.60,2398.95,2358.57,2397.86
2020-05-18,2913.86,2968.09,2913.86,2953.91,2953.91,6364290000,17909.60,2437.40,2482.76,2437.40,2470.90
2020-05-19,2948.59,2964.21,2922.35,2922.94,2922.94,4969330000,17916.69,2465.47,2478.53,2443.53,2444.03
2020-05-20,2953.63,2980.29,2953.63,2971.61,2971.61,4992970000,17923.78,2468.71,2490.99,2468.71,2483.74
2020-05-21,2969.95,2978.50,2938.57,2948.51,2948.51,4966940000,17930.87,2481.37,2488.51,2455.15,2463.46
2020-05-22,2948.05,2956.76,2933.59,2955.45,2955.45,3952800000,17937.96,2462.10,2469.37,2450.02,2468.28
2020-05-26,3004.08,3021.72,2988.17,2991.77,2991.77,5837060000,17945.04,2507.90,2522.63,2494.62,2497.63
2020-05-27,3015.65,3036.25,2969.75,3036.13,3036.13,6371230000,17952.13,2516.57,2533.76,2478.26,2533.66
2020-05-28,3046.61,3068.67,3023.40,3029.73,3029.73,5402670000,17959.22,2541.40,2559.80,2522.04,2527.32
2020-05-29,3025.17,3049.17,2998.61,3044.31,3044.31,7275080000,17966.31,2522.52,2542.53,2500.37,2538.48
2020-06-01,3038.78,3062.18,3031.54,3055.73,3055.73,4673410000,17973.40,2532.87,2552.37,2526.83,2547.00
2020-06-02,3064.78,3081.07,3051.64,3080.82,3080.82,5187230000,17991.28,2552.00,2565.57,2541.06,2565.36
2020-06-03,3098.90,3130.94,3098.90,3122.87,3122.87,5989560000,18009.16,2577.85,2604.50,2577.85,2597.79
2020-06-04,3111.56,3128.91,3090.41,3112.35,3112.35,6428130000,18027.04,2585.82,2600.23,2568.24,2586.47
2020-06-05,3163.84,3211.72,3163.84,3193.93,3193.93,8617590000,18044.92,2626.66,2666.41,2626.66,2651.64
2020-06-08,3199.92,3233.13,3196.00,3232.39,3232.39,8437380000,18062.80,2653.98,2681.52,2650.73,2680.91
2020-06-09,3213.32,3222.71,3193.11,3207.18,3207.18,6382620000,18078.04,2662.85,2670.63,2646.10,2657.76
2020-06-10,3213.42,3223.27,3181.49,3190.14,3190.14,6570840000,18093.28,2660.69,2668.84,2634.25,2641.41
2020-06-11,3123.53,3123.53,2999.49,3002.10,3002.10,7018890000,18108.52,2584.08,2584.08,2481.47,2483.62
2020-06-12,3071.04,3088.42,2984.47,3041.31,3041.31,5832250000,18123.76,2538.52,2552.89,2466.96,2513.95
2020-06-15,2993.76,3079.76,2965.66,3066.59,3066.59,5740660000,18139.00,2472.56,2543.59,2449.35,2532.71
2020-06-16,3131.00,3153.45,3076.06,3124.74,3124.74,5829240000,18158.68,2583.11,2601.63,2537.78,2577.94
2020-06-17,3136.13,3141.16,3108.03,3113.49,3113.49,4549390000,18178.36,2584.54,2588.68,2561.38,2565.88
2020-06-18,3101.64,3120.00,3093.51,3115.34,3115.34,4429030000,18198.04,2553.35,2568.47,2546.66,2564.63
2020-06-19,3140.29,3155.53,3083.11,3097.74,3097.74,8327780000,18217.72,2582.38,2594.91,2535.35,2547.39
2020-06-22,3094.42,3120.92,3079.39,3117.86,3117.86,4665380000,18237.40,2541.91,2563.68,2529.56,2561.16
2020-06-23,3138.70,3154.90,3127.12,3131.29,3131.29,4704830000,18236.62,2578.39,2591.70,2568.88,2572.31
2020-06-24,3114.40,3115.01,3032.13,3050.33,3050.33,5587200000,18235.84,2558.54,2559.04,2490.95,2505.91
2020-06-25,3046.60,3086.25,3024.01,3083.76,3083.76,4815420000,18235.06,2502.95,2535.52,2484.39,2533.48
2020-06-26,3073.20,3073.73,3004.63,3009.05,3009.05,8098120000,18234.28,2524.91,2525.35,2468.57,2472.21
2020-06-29,3018.59,3053.89,2999.74,3053.24,3053.24,4462770000,18233.50,2480.15,2509.15,2464.66,2508.62
2020-06-30,3050.20,3111.51,3047.83,3100.29,3100.29,4696280000,18256.55,2502.96,2553.27,2501.01,2544.06
2020-07-01,3105.92,3128.44,3101.17,3115.86,3115.86,4443130000,18279.60,2545.47,2563.92,2541.57,2553.61
2020-07-02,3143.64,3165.81,3124.52,3130.01,3130.01,4190830000,18302.65,2573.13,2591.28,2557.48,2561.98
2020-07-06,3155.29,3182.59,3155.29,3179.72,3179.72,4736450000,18325.70,2579.42,2601.74,2579.42,2599.39
2020-07-07,3166.44,3184.15,3142.93,3145.32,3145.32,4563700000,18338.34,2586.75,2601.22,2567.55,2569.50
2020-07-08,3153.07,3171.80,3136.53,3169.94,3169.94,4927700000,18350.98,2574.06,2589.35,2560.55,2587.83
2020-07-09,3176.17,3179.78,3115.70,3152.05,3152.05,4829020000,18363.62,2591.13,2594.07,2541.80,2571.45
2020-07-10,3152.47,3186.82,3136.22,3185.04,3185.04,4515340000,18376.26,2570.03,2598.03,2556.78,2596.58
2020-07-13,3205.08,3235.32,3149.43,3155.22,3155.22,4890780000,18388.90,2611.12,2635.76,2565.78,2570.50
2020-07-14,3141.11,3200.95,3127.66,3197.52,3197.52,4476170000,18374.78,2560.97,2609.76,2550.01,2606.96
2020-07-15,3225.98,3238.28,3200.76,3226.56,3226.56,4669760000,18360.66,2632.19,2642.23,2611.61,2632.66
2020-07-16,3208.36,3220.39,3198.59,3215.57,3215.57,3961230000,18346.54,2619.83,2629.65,2611.85,2625.71
2020-07-17,3224.21,3233.52,3205.65,3224.73,3224.73,3993830000,18332.42,2634.80,2642.41,2619.63,2635.22
2020-07-20,3224.29,3258.61,3215.16,3251.84,3251.84,3971200000,18318.30,2636.89,2664.96,2629.43,2659.42
2020-07-21,3268.52,3277.29,3247.77,3257.30,3257.30,4547960000,18311.68,2674.03,2681.21,2657.06,2664.85
2020-07-22,3254.86,3279.32,3253.10,3276.02,3276.02,4255190000,18305.06,2663.82,2683.84,2662.38,2681.14
2020-07-23,3271.64,3279.99,3222.66,3235.66,3235.66,4290460000,18298.44,2678.52,2685.36,2638.42,2649.06
2020-07-24,3218.58,3227.26,3200.05,3215.63,3215.63,3894900000,18291.82,2636.03,2643.14,2620.86,2633.62
2020-07-27,3219.84,3241.43,3214.25,3239.41,3239.41,3963910000,18285.20,2638.02,2655.71,2633.44,2654.05
2020-07-28,3234.27,3243.72,3216.17,3218.44,3218.44,4027890000,18279.84,2650.62,2658.37,2635.79,2637.65
